"State","Count","year"
"Prevalence",0,0
"Prevalence",0.0000000984771198978895,0.000091324200913242
"Prevalence",0.000000784858373409063,0.000182648401826484
"Prevalence",0.00000263894136129464,0.000273972602739726
"Prevalence",0.00000623174005960472,0.000365296803652968
"Prevalence",0.0000121255508411553,0.00045662100456621
"Prevalence",0.0000208740186637728,0.000547945205479452
"Prevalence",0.0000330222034082237,0.000639269406392694
"Prevalence",0.0000491066463412237,0.000730593607305936
"Prevalence",0.000069655436686099,0.000821917808219178
"Prevalence",0.0000951882782810353,0.00091324200913242
"Prevalence",0.000126216556308795,0.00100456621004566
"Prevalence",0.000163243404078655,0.0010958904109589
"Prevalence",0.000206763769844892,0.00118721461187215
"Prevalence",0.00025726448364498,0.00127853881278539
"Prevalence",0.000315224324142683,0.00136986301369863
"Prevalence",0.000381114085460922,0.00146118721461187
"Prevalence",0.000455396643990148,0.00155251141552511
"Prevalence",0.000538527025158543,0.00164383561643836
"Prevalence",0.000630952470150862,0.0017351598173516
"Prevalence",0.000733112502563336,0.00182648401826484
"Prevalence",0.000845438994982502,0.00191780821917808
"Prevalence",0.000968356235476382,0.00200913242009132
"Prevalence",0.00110228099398688,0.00210045662100457
"Prevalence",0.00124762258861276,0.00219178082191781
"Prevalence",0.00140478295177299,0.00228310502283105
"Prevalence",0.00157415669624076,0.00237442922374429
"Prevalence",0.0017561311810388,0.00246575342465753
"Prevalence",0.00195108657718707,0.00255707762557078
"Prevalence",0.00215939593329442,0.00264840182648402
"Prevalence",0.00238142524098599,0.00273972602739726
"Prevalence",0.00261753350015863,0.0028310502283105
"Prevalence",0.00286807278405708,0.00292237442922374
"Prevalence",0.00313338830416363,0.00301369863013699
"Prevalence",0.00341381847489485,0.00310502283105023
"Prevalence",0.00370969497809882,0.00319634703196347
"Prevalence",0.00402134282734698,0.00328767123287671
"Prevalence",0.00434908043201467,0.00337899543378995
"Prevalence",0.00469321966114513,0.0034703196347032
"Prevalence",0.00505406590709168,0.00356164383561644
"Prevalence",0.00543191814893322,0.00365296803652968
"Prevalence",0.00582706901565852,0.00374429223744292
"Prevalence",0.00623980484911479,0.00383561643835616
"Prevalence",0.00667040576671668,0.00392694063926941
"Prevalence",0.00711914572391156,0.00401826484018265
"Prevalence",0.00758629257639773,0.00410958904109589
"Prevalence",0.00807210814209197,0.00420091324200913
"Prevalence",0.0085768482628433,0.00429223744292237
"Prevalence",0.00910076286589007,0.00438356164383562
"Prevalence",0.00964409602505742,0.00447488584474886
"Prevalence",0.0102070860216927,0.0045662100456621
"Prevalence",0.0107899654053364,0.00465753424657534
"Prevalence",0.0113929610541264,0.00474885844748858
"Prevalence",0.0120162942349332,0.00484018264840183
"Prevalence",0.0126601806632251,0.00493150684931507
"Prevalence",0.0133248305626603,0.00502283105022831
"Prevalence",0.0140104487244059,0.00511415525114155
"Prevalence",0.0147172345661809,0.00520547945205479
"Prevalence",0.015445382191023,0.00529680365296804
"Prevalence",0.0161950804457777,0.00538812785388128
"Prevalence",0.0169665129793087,0.00547945205479452
"Prevalence",0.0177598583004283,0.00557077625570776
"Prevalence",0.0185752898355482,0.005662100456621
"Prevalence",0.0194129759860491,0.00575342465753425
"Prevalence",0.0202730801853679,0.00584474885844749
"Prevalence",0.0211557609558047,0.00593607305936073
"Prevalence",0.0220611719650462,0.00602739726027397
"Prevalence",0.0229894620824072,0.00611872146118721
"Prevalence",0.0239407754347891,0.00621004566210046
"Prevalence",0.0249152514623569,0.0063013698630137
"Prevalence",0.0259130249739322,0.00639269406392694
"Prevalence",0.0269342262021048,0.00648401826484018
"Prevalence",0.0279789808580616,0.00657534246575342
"Prevalence",0.0290474101861336,0.00666666666666667
"Prevalence",0.0301396310180617,0.00675799086757991
"Prevalence",0.0312557558269807,0.00684931506849315
"Prevalence",0.032395892781123,0.00694063926940639
"Prevalence",0.0335601457972423,0.00703196347031963
"Prevalence",0.034748614593757,0.00712328767123288
"Prevalence",0.0359613947436155,0.00721461187214612
"Prevalence",0.0371985777268829,0.00730593607305936
"Prevalence",0.0384602509830503,0.0073972602739726
"Prevalence",0.0397464979630673,0.00748858447488584
"Prevalence",0.0410573981810986,0.00757990867579909
"Prevalence",0.0423930272660063,0.00767123287671233
"Prevalence",0.0437534570125571,0.00776255707762557
"Prevalence",0.0451387554323572,0.00785388127853881
"Prevalence",0.0465489868045146,0.00794520547945205
"Prevalence",0.0479842117260308,0.0080365296803653
"Prevalence",0.0494444871619216,0.00812785388127854
"Prevalence",0.0509298664950699,0.00821917808219178
"Prevalence",0.0524403995758096,0.00831050228310502
"Prevalence",0.0539761327712433,0.00840182648401826
"Prevalence",0.055537109014294,0.00849315068493151
"Prevalence",0.0571233678524928,0.00858447488584475
"Prevalence",0.0587349454965021,0.00867579908675799
"Prevalence",0.060371874868378,0.00876712328767123
"Prevalence",0.0620341856495702,0.00885844748858448
"Prevalence",0.0637219043286637,0.00894977168949772
"Prevalence",0.0654350542488605,0.00904109589041096
"Prevalence",0.0671736556552046,0.0091324200913242
"Prevalence",0.0689377257415509,0.00922374429223744
"Prevalence",0.0707272786972789,0.00931506849315068
"Prevalence",0.0725423257537529,0.00940639269406393
"Prevalence",0.0743828752305296,0.00949771689497717
"Prevalence",0.0762489325813149,0.00958904109589041
"Prevalence",0.0781405004396699,0.00968036529680365
"Prevalence",0.0800575786644694,0.00977168949771689
"Prevalence",0.0820001643851118,0.00986301369863014
"Prevalence",0.0839682520464834,0.00995433789954338
"Prevalence",0.0859618334536775,0.0100456621004566
"Prevalence",0.0879808978164699,0.0101369863013699
"Prevalence",0.0900254317935511,0.0102283105022831
"Prevalence",0.0920954195365186,0.0103196347031963
"Prevalence",0.0941908427336275,0.0104109589041096
"Prevalence",0.0963116806533034,0.0105022831050228
"Prevalence",0.0984579101874164,0.0105936073059361
"Prevalence",0.10062950589432,0.0106849315068493
"Prevalence",0.102826440041653,0.0107762557077626
"Prevalence",0.105048682648909,0.0108675799086758
"Prevalence",0.107296201529769,0.010958904109589
"Prevalence",0.10956896233421,0.0110502283105023
"Prevalence",0.111866928590372,0.0111415525114155
"Prevalence",0.114190061746204,0.0112328767123288
"Prevalence",0.116538321210877,0.011324200913242
"Prevalence",0.118911664395973,0.0114155251141553
"Prevalence",0.121310046756441,0.0115068493150685
"Prevalence",0.123733421831335,0.0115981735159817
"Prevalence",0.126181741284324,0.011689497716895
"Prevalence",0.128654954943977,0.0117808219178082
"Prevalence",0.131153010843832,0.0118721461187215
"Prevalence",0.133675855262231,0.0119634703196347
"Prevalence",0.136223432761952,0.0120547945205479
"Prevalence",0.138795686229606,0.0121461187214612
"Prevalence",0.141392556914824,0.0122374429223744
"Prevalence",0.144013984469224,0.0123287671232877
"Prevalence",0.146659906985158,0.0124200913242009
"Prevalence",0.149330261034252,0.0125114155251142
"Prevalence",0.152024981705721,0.0126027397260274
"Prevalence",0.154744002644473,0.0126940639269406
"Prevalence",0.157487256089007,0.0127853881278539
"Prevalence",0.160254672909084,0.0128767123287671
"Prevalence",0.163046182643199,0.0129680365296804
"Prevalence",0.165861713535836,0.0130593607305936
"Prevalence",0.168701192574514,0.0131506849315068
"Prevalence",0.171564545526622,0.0132420091324201
"Prevalence",0.174451696976048,0.0133333333333333
"Prevalence",0.177362570359596,0.0134246575342466
"Prevalence",0.1802970880032,0.0135159817351598
"Prevalence",0.183255171157926,0.0136073059360731
"Prevalence",0.18623674003577,0.0136986301369863
"Prevalence",0.189241713845254,0.0137899543378995
"Prevalence",0.192270010826807,0.0138812785388128
"Prevalence",0.195321548287954,0.013972602739726
"Prevalence",0.198396242638289,0.0140639269406393
"Prevalence",0.201494009424256,0.0141552511415525
"Prevalence",0.204614763363714,0.0142465753424658
"Prevalence",0.20775841838031,0.014337899543379
"Prevalence",0.210924887637648,0.0144292237442922
"Prevalence",0.21411408357325,0.0145205479452055
"Prevalence",0.217325917932324,0.0146118721461187
"Prevalence",0.220560301801323,0.014703196347032
"Prevalence",0.223817145641312,0.0147945205479452
"Prevalence",0.227096359321131,0.0148858447488584
"Prevalence",0.23039785215035,0.0149771689497717
"Prevalence",0.233721532912043,0.0150684931506849
"Prevalence",0.237067309895344,0.0151598173515982
"Prevalence",0.240435090927818,0.0152511415525114
"Prevalence",0.243824783407621,0.0153424657534247
"Prevalence",0.247236294335474,0.0154337899543379
"Prevalence",0.250669530346429,0.0155251141552511
"Prevalence",0.254124397741445,0.0156164383561644
"Prevalence",0.257600802518757,0.0157077625570776
"Prevalence",0.261098650405056,0.0157990867579909
"Prevalence",0.264617846886468,0.0158904109589041
"Prevalence",0.268158297239333,0.0159817351598174
"Prevalence",0.271719906560793,0.0160730593607306
"Prevalence",0.275302579799177,0.0161643835616438
"Prevalence",0.278906221784194,0.0162557077625571
"Prevalence",0.282530737256922,0.0163470319634703
"Prevalence",0.286176030899609,0.0164383561643836
"Prevalence",0.289842007365271,0.0165296803652968
"Prevalence",0.293528571307096,0.01662100456621
"Prevalence",0.297235627407648,0.0167123287671233
"Prevalence",0.300963080407877,0.0168036529680365
"Prevalence",0.304710835135932,0.0168949771689498
"Prevalence",0.308478796535779,0.016986301369863
"Prevalence",0.312266869695613,0.0170776255707763
"Prevalence",0.316074959876086,0.0171689497716895
"Prevalence",0.319902972538329,0.0172602739726027
"Prevalence",0.32375081337178,0.017351598173516
"Prevalence",0.327618388321811,0.0174429223744292
"Prevalence",0.331505603617167,0.0175342465753425
"Prevalence",0.335412365797195,0.0176255707762557
"Prevalence",0.339338581738883,0.017716894977169
"Prevalence",0.343284158683701,0.0178082191780822
"Prevalence",0.347249004264244,0.0178995433789954
"Prevalence",0.351233026530671,0.0179908675799087
"Prevalence",0.355236133976951,0.0180821917808219
"Prevalence",0.359258235566913,0.0181735159817352
"Prevalence",0.363299240760091,0.0182648401826484
"Prevalence",0.367359059537372,0.0183561643835616
"Prevalence",0.371437602426445,0.0184474885844749
"Prevalence",0.375534780527053,0.0185388127853881
"Prevalence",0.379650505536042,0.0186301369863014
"Prevalence",0.383784689772209,0.0187214611872146
"Prevalence",0.387937246200955,0.0188127853881279
"Prevalence",0.392108088458733,0.0189041095890411
"Prevalence",0.396297130877292,0.0189954337899543
"Prevalence",0.400504288507731,0.0190867579908676
"Prevalence",0.404729477144341,0.0191780821917808
"Prevalence",0.408972613348245,0.0192694063926941
"Prevalence",0.413233614470848,0.0193607305936073
"Prevalence",0.417512398677068,0.0194520547945205
"Prevalence",0.421808884968377,0.0195433789954338
"Prevalence",0.426122993205634,0.019634703196347
"Prevalence",0.430454644131711,0.0197260273972603
"Prevalence",0.434803759393926,0.0198173515981735
"Prevalence",0.439170261566255,0.0199086757990868
"Prevalence",0.443554074171358,0.02
"Prevalence",0.447955121702388,0.0200913242009132
"Prevalence",0.452373329644595,0.0201826484018265
"Prevalence",0.456808624496732,0.0202739726027397
"Prevalence",0.461260933792249,0.020365296803653
"Prevalence",0.465730186120278,0.0204566210045662
"Prevalence",0.470216311146422,0.0205479452054795
"Prevalence",0.474719239633323,0.0206392694063927
"Prevalence",0.479238903461032,0.0207305936073059
"Prevalence",0.483775235647171,0.0208219178082192
"Prevalence",0.488328170366877,0.0209132420091324
"Prevalence",0.492897642972552,0.0210045662100457
"Prevalence",0.49748359001339,0.0210958904109589
"Prevalence",0.502085949254701,0.0211872146118721
"Prevalence",0.506704659697026,0.0212785388127854
"Prevalence",0.511339661595041,0.0213698630136986
"Prevalence",0.515990896476244,0.0214611872146119
"Prevalence",0.520658307159442,0.0215525114155251
"Prevalence",0.525341837773014,0.0216438356164384
"Prevalence",0.530041433772974,0.0217351598173516
"Prevalence",0.534757041960811,0.0218264840182648
"Prevalence",0.539488610501124,0.0219178082191781
"Prevalence",0.544236088939041,0.0220091324200913
"Prevalence",0.548999428217421,0.0221004566210046
"Prevalence",0.553778580693849,0.0221917808219178
"Prevalence",0.558573500157408,0.0222831050228311
"Prevalence",0.563384141845247,0.0223744292237443
"Prevalence",0.568210462458924,0.0224657534246575
"Prevalence",0.573052420180538,0.0225570776255708
"Prevalence",0.577909974688642,0.022648401826484
"Prevalence",0.582783087173949,0.0227397260273973
"Prevalence",0.587671720354805,0.0228310502283105
"Prevalence",0.592575838492464,0.0229223744292237
"Prevalence",0.597495407406126,0.023013698630137
"Prevalence",0.602430394487776,0.0231050228310502
"Prevalence",0.607380768716792,0.0231963470319635
"Prevalence",0.612346500674337,0.0232876712328767
"Prevalence",0.617327562557537,0.02337899543379
"Prevalence",0.622323928193433,0.0234703196347032
"Prevalence",0.627335573052724,0.0235616438356164
"Prevalence",0.632362474263275,0.0236529680365297
"Prevalence",0.637404610623418,0.0237442922374429
"Prevalence",0.642461962615027,0.0238356164383562
"Prevalence",0.647534512416373,0.0239269406392694
"Prevalence",0.652622243914759,0.0240182648401826
"Prevalence",0.65772514271893,0.0241095890410959
"Prevalence",0.662843196171267,0.0242009132420091
"Prevalence",0.667976393359754,0.0242922374429224
"Prevalence",0.67312472512973,0.0243835616438356
"Prevalence",0.678288184095407,0.0244748858447489
"Prevalence",0.683466764651176,0.0245662100456621
"Prevalence",0.688660462982687,0.0246575342465753
"Prevalence",0.693869277077704,0.0247488584474886
"Prevalence",0.699093206736735,0.0248401826484018
"Prevalence",0.704332253583448,0.0249315068493151
"Prevalence",0.709586421074851,0.0250228310502283
"Prevalence",0.714855714511256,0.0251141552511416
"Prevalence",0.720140141046016,0.0252054794520548
"Prevalence",0.725439709695038,0.025296803652968
"Prevalence",0.730754431346075,0.0253881278538813
"Prevalence",0.736084318767786,0.0254794520547945
"Prevalence",0.741429386618577,0.0255707762557078
"Prevalence",0.746789651455217,0.025662100456621
"Prevalence",0.752165131741229,0.0257534246575342
"Prevalence",0.75755584785505,0.0258447488584475
"Prevalence",0.762961822097976,0.0259360730593607
"Prevalence",0.768383078701873,0.026027397260274
"Prevalence",0.773819643836668,0.0261187214611872
"Prevalence",0.779271545617612,0.0262100456621005
"Prevalence",0.784738814112319,0.0263013698630137
"Prevalence",0.790221481347576,0.0263926940639269
"Prevalence",0.795719581315937,0.0264840182648402
"Prevalence",0.801233149982078,0.0265753424657534
"Prevalence",0.806762225288937,0.0266666666666667
"Prevalence",0.812306847163626,0.0267579908675799
"Prevalence",0.817867057523117,0.0268493150684932
"Prevalence",0.823442900279699,0.0269406392694064
"Prevalence",0.829034421346217,0.0270319634703196
"Prevalence",0.834641668641079,0.0271232876712329
"Prevalence",0.840264692093044,0.0272146118721461
"Prevalence",0.84590354364578,0.0273059360730594
"Prevalence",0.8515582772622,0.0273972602739726
"Prevalence",0.85722894892857,0.0274885844748858
"Prevalence",0.862915616658397,0.0275799086757991
"Prevalence",0.868618340496091,0.0276712328767123
"Prevalence",0.874337182520398,0.0277625570776256
"Prevalence",0.880072206847615,0.0278538812785388
"Prevalence",0.885823479634579,0.0279452054794521
"Prevalence",0.891591069081435,0.0280365296803653
"Prevalence",0.89737504543417,0.0281278538812785
"Prevalence",0.903175480986938,0.0282191780821918
"Prevalence",0.908992450084154,0.028310502283105
"Prevalence",0.914826029122367,0.0284018264840183
"Prevalence",0.920676296551907,0.0284931506849315
"Prevalence",0.92654333287832,0.0285844748858448
"Prevalence",0.93242722066357,0.028675799086758
"Prevalence",0.938328044527023,0.0287671232876712
"Prevalence",0.944245891146216,0.0288584474885845
"Prevalence",0.950180849257397,0.0289497716894977
"Prevalence",0.956133009655848,0.029041095890411
"Prevalence",0.96210246519599,0.0291324200913242
"Prevalence",0.968089310791265,0.0292237442922374
"Prevalence",0.974093643413805,0.0293150684931507
"Prevalence",0.980115562093868,0.0294063926940639
"Prevalence",0.986155167919079,0.0294977168949772
"Prevalence",0.99221256403343,0.0295890410958904
"Prevalence",0.998287855636075,0.0296803652968037
"Prevalence",1.00438114997991,0.0297716894977169
"Prevalence",1.01049255636993,0.0298630136986301
"Prevalence",1.01662218616138,0.0299543378995434
"Prevalence",1.02277015275766,0.0300456621004566
"Prevalence",1.02893657160808,0.0301369863013699
"Prevalence",1.03512156020533,0.0302283105022831
"Prevalence",1.04132523808277,0.0303196347031963
"Prevalence",1.04754772681151,0.0304109589041096
"Prevalence",1.0537891499973,0.0305022831050228
"Prevalence",1.06004963327713,0.0305936073059361
"Prevalence",1.06632930431569,0.0306849315068493
"Prevalence",1.07262829280163,0.0307762557077626
"Prevalence",1.07894673044354,0.0308675799086758
